Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,2907,10434,11043,17077,24541,10280,16674,8638,19112,19206,18546,5809,5596,10018,9290,23574,27813,8057,6581,3878,12194,20694,22695,26315,15958,46496,2213
,,,,,,,,2908,10005,10314,15935,23836,9743,16289,8600,18117,18784,17853,5673,5463,9661,9153,23168,27239,7866,6375,3808,11641,20900,21794,25152,15288,44190,2087
,,,,,,,,2909,9772,9869,15245,24300,9498,16221,8938,17496,19218,17509,5641,5425,9441,9059,22824,26936,7657,6361,3860,11335,21593,21250,24680,14424,42492,1990
,,,,,,,,2910,9385,9371,14472,24408,9535,16510,9653,17203,20424,16703,5806,5601,9489,9536,23242,27571,7532,6522,4036,11304,22179,21285,25246,13571,42208,1958
,,,,,,,,2911,9260,9041,13956,22882,9803,16914,10000,17545,21777,16829,6202,5966,9795,9619,24246,28274,7460,7000,4313,11743,20603,20571,23925,13142,43442,1993
,,,,,,,,2912,9295,8784,13551,21910,11124,16776,10375,16509,21724,17367,6783,6540,10276,9771,25676,28951,7612,6888,4303,11335,20018,19651,22552,12484,41608,1901
,,,,,,,,2913,9498,8881,13692,23153,12682,17161,10811,15903,22140,18436,7469,7216,11123,10365,27422,30383,7501,6863,4328,11079,21413,19921,23150,12090,39893,1816
,,,,,,,,2914,9417,8835,13624,25111,13653,18004,11326,16637,23185,18864,8032,7754,11887,10956,29084,32013,7725,7184,4503,11670,23217,21393,25030,11534,41079,1866
,,,,,,,,2915,9466,9629,14846,26457,14096,18764,11575,17753,24315,20005,8277,7958,12298,11151,29653,32902,8065,7602,4759,12383,23895,22639,26677,11811,43083,1957
,,,,,,,,2916,9938,10421,16066,29381,15998,19625,11974,18360,24668,21006,8939,8472,12699,12063,32109,35275,8525,7751,4907,12750,26701,24368,29015,12249,44450,2025
,,,,,,,,2917,10291,11192,17255,32490,17435,20744,12053,20223,26033,22202,9069,8574,13309,12582,32913,36247,8742,8260,5248,13571,28628,26152,31749,12843,48132,2214
,,,,,,,,2918,10613,11681,18010,33018,16772,20862,11868,21664,26372,22608,8727,8331,13198,12379,31931,35693,9310,8629,5439,14468,28453,26735,32743,13497,51544,2386
,,,,,,,,2919,11054,12604,19446,32711,15823,20243,11495,21841,25745,25447,8336,8041,12895,12113,30852,34655,9366,8500,5349,14655,27936,26246,32709,14641,51992,2406
,,,,,,,,2920,11199,12464,19230,33613,15445,19868,11325,21709,25089,24595,8335,8013,12685,12334,31253,34694,9348,8258,5234,14709,28425,26396,33332,14847,52379,2426
,,,,,,,,2921,11023,12142,18727,33757,14909,19886,11082,22476,25086,23134,8240,7900,12715,12356,31250,34482,9268,8385,5251,15141,27885,26806,33799,14849,54242,2526
,,,,,,,,2922,10926,11749,18117,33266,14726,19767,10950,22379,24824,21696,8227,7837,12521,12364,31197,34231,9278,8365,5172,15190,27182,26523,33333,15040,54378,2543
,,,,,,,,2923,11033,11767,18151,33741,14676,19620,10925,22058,24665,21955,8075,7664,12430,12457,30761,33968,9271,8205,5099,15041,27496,26190,32920,15360,53789,2526
,,,,,,,,2924,11060,11636,17957,34349,14682,19847,11101,21961,24646,21266,8046,7619,12448,12870,31178,34476,9300,8246,5076,14888,28113,26741,33629,15495,54079,2551
,,,,,,,,2925,11113,11535,17812,33444,14869,20649,11348,22818,24980,21023,8228,7781,12844,13517,32595,35798,9178,8736,5225,15361,27565,27641,34231,15939,55972,2646
,,,,,,,,2926,11261,11561,17861,32134,15458,20795,10967,22951,24124,21089,8115,7654,13055,13755,32315,36039,9251,8925,5302,15498,26695,27651,33563,16978,56225,2665
,,,,,,,,2927,11588,12007,18555,30775,15229,20434,10288,22646,22761,21317,7654,7255,12763,13342,30615,34680,9553,8872,5197,15103,26022,27199,32486,17607,54926,2617
,,,,,,,,2928,11801,12515,19348,29540,14182,19751,9673,21949,21631,21373,6980,6659,12058,12607,28278,32655,9491,8642,4987,14487,25240,26646,31101,17750,52691,2523
,,,,,,,,2929,11579,12394,19170,28687,13217,18871,9300,21004,20698,21159,6464,6204,11329,11805,26365,30527,9085,8368,4728,13741,24311,25905,29896,17432,49797,2384
,,,,,,,,2930,11198,11715,18119,27437,12854,18268,9091,20248,19889,20291,6220,5977,10831,11342,25478,29617,8596,8049,4523,13308,23164,25104,28626,16616,48304,2307
,,,,,,,,2931,10645,10784,16673,25868,10610,17787,8884,19740,19441,18950,5848,5671,10524,10850,24478,28697,8177,7789,4347,12956,22118,23947,27033,16155,46707,2224
,,,,,,,,2932,10227,10090,15589,24916,9927,17215,8853,18901,19216,18148,5598,5453,10129,10268,23385,27678,8060,7429,4204,12441,21741,22798,25601,15459,44710,2115
,,,,,,,,2933,9916,9796,15132,25174,9689,16985,9143,18068,19473,17709,5530,5389,9871,9831,22763,27246,7890,7195,4146,12010,22340,22208,25028,14614,42663,1999
,,,,,,,,2934,9615,9302,14369,24978,9707,17413,9810,17829,20678,17218,5652,5519,9966,10095,23406,28263,7702,7270,4260,11985,22595,22192,25467,13821,42505,1973
,,,,,,,,2935,9384,8793,13576,23523,9925,17562,10149,18146,22154,16985,5933,5771,10212,10054,24173,28723,7651,7585,4502,12300,21127,21515,24215,13253,43380,1991
,,,,,,,,2936,9472,8556,13202,22609,11218,17496,10311,17108,22187,17734,6577,6409,10724,10065,25454,29053,7891,7531,4500,11894,20608,20513,22842,12577,41644,1903
,,,,,,,,2937,9642,8701,13420,23830,12703,17955,10648,16475,22655,19051,7234,7052,11528,10631,27180,30518,7683,7513,4527,11634,22115,20833,23440,12118,39952,1819
,,,,,,,,2938,9528,8729,13467,25884,13532,18902,11097,17192,23774,19322,7733,7528,12238,11331,28929,32105,7705,7858,4741,12265,24069,22318,25279,11659,41460,1882
,,,,,,,,2939,9533,9665,14908,27483,13864,19598,11362,18186,24920,20479,7997,7741,12631,11606,29663,33016,7994,8234,4959,12958,24964,23513,26842,11828,43394,1970
,,,,,,,,2940,9960,10681,16474,30790,15676,20396,11770,18655,25439,21342,8628,8232,13172,12511,32153,35298,8482,8354,5089,13207,28005,25308,29193,12218,44362,2021
,,,,,,,,2941,10317,11623,17927,34132,16869,21526,12088,20242,26870,22510,8702,8296,13636,13320,33018,36993,8649,8829,5418,13980,30109,27198,31841,12842,47561,2188
,,,,,,,,2942,10620,12051,18588,34918,16071,21830,12076,21358,27523,22883,8432,8108,13689,13219,32048,36722,9251,9229,5663,14826,30142,27889,32811,13464,50868,2356
,,,,,,,,2943,11068,13089,20201,34601,15165,21352,11897,21245,27161,25798,8082,7842,13498,13138,30742,36112,9387,9152,5620,14975,29719,27615,32871,14684,51713,2396
,,,,,,,,2944,11183,12797,19749,35470,14791,21173,11865,21084,26712,24608,8132,7859,13445,13531,30956,36543,9356,9005,5494,14994,30435,27804,33518,14977,52767,2445
,,,,,,,,2945,11004,12401,19130,35535,14283,21346,11786,21781,26818,23043,8055,7757,13554,13574,30822,36439,9346,9177,5544,15398,30163,28166,33777,14988,55310,2575
,,,,,,,,2946,10906,11911,18369,34743,14066,21240,11642,21629,26545,21562,8031,7679,13513,13508,30639,36128,9411,9178,5504,15373,29404,27872,33226,15278,55879,2611
,,,,,,,,2947,11062,11904,18363,35009,14025,21178,11579,21333,26258,21616,7917,7538,13351,13473,30203,36285,9466,9046,5429,15106,29563,27591,32834,15706,55404,2599
,,,,,,,,2948,11195,11641,17966,35435,14154,21462,11786,21308,26039,20893,7956,7557,13270,13606,30709,37111,9443,9034,5403,14957,29916,28158,33382,15785,55618,2622
,,,,,,,,2949,11182,11502,17762,34451,14472,22489,12281,22008,26705,20520,8115,7695,13737,14004,31764,38673,9345,9409,5551,15335,29167,28930,33939,16075,57245,2706
,,,,,,,,2950,11211,11480,17737,32976,15095,23063,11927,22145,26059,20550,8027,7594,14146,14106,31631,39962,9417,9679,5593,15552,28280,28944,33265,17028,57471,2725
,,,,,,,,2951,11568,11949,18466,31432,14852,22882,11167,21918,24452,20822,7547,7179,13987,13658,30166,39059,9701,9578,5427,15251,27325,28331,32099,17577,56169,2678
,,,,,,,,2952,11734,12473,19283,30030,13797,22306,10526,21238,23218,20914,6905,6610,13345,12831,28134,37122,9683,9369,5229,14696,26256,27687,30697,17532,54013,2588
,,,,,,,,2953,11510,12371,19134,29023,12790,21280,9855,20343,22126,20779,6405,6173,12543,12172,26113,34736,9292,9041,5014,13903,25333,26994,29546,17122,50886,2439
,,,,,,,,2954,11090,11700,18095,27616,12378,20302,9579,19675,20954,19925,6167,5959,11595,11714,25307,33180,8784,8630,4808,13297,24212,26366,28491,16354,49286,2356
,,,,,,,,2955,10541,10765,16642,26007,10422,19488,9278,19265,20443,18626,5828,5676,11209,11075,24370,31755,8366,8276,4613,12841,23041,25164,27001,15736,47527,2265
,,,,,,,,2956,10218,10115,15627,25015,9734,18511,9154,18538,20120,17783,5605,5486,10728,10391,23288,30054,8175,7853,4424,12316,22410,23880,25662,15096,45283,2144
,,,,,,,,2957,9933,9815,15162,25160,9475,17972,9382,17809,20292,17376,5521,5406,10363,9986,22814,29203,8000,7524,4295,11890,22937,23144,25216,14427,43214,2027
,,,,,,,,2958,9613,9249,14288,24837,9555,18152,10173,17627,21545,16865,5639,5538,10420,9911,23649,29534,7731,7538,4395,11855,22787,22823,25625,13683,43070,2002
,,,,,,,,2959,9361,8758,13523,23598,9772,18360,10467,17861,23179,16536,5883,5761,10870,9960,24410,29864,7671,7886,4597,12244,21348,21569,24368,13098,43831,2013
,,,,,,,,2960,9409,8516,13144,22691,11107,18124,10561,16880,23242,17169,6523,6396,11265,9914,25667,29898,7883,7788,4568,11863,20869,20550,22900,12516,42062,1923
,,,,,,,,2961,9532,8586,13246,23877,12604,18277,10978,16212,23352,18500,7135,6999,11829,10404,27210,31364,7690,7558,4531,11640,22279,20655,23383,12054,40713,1854
,,,,,,,,2962,9418,8635,13326,25872,13475,19011,11510,16842,24403,18908,7659,7494,12516,10894,28772,32946,7703,7740,4735,12240,24297,21857,25098,11523,42301,1921
,,,,,,,,2963,9542,9733,15016,27532,13810,19623,11733,17885,25461,20217,7887,7684,12943,10955,29232,33904,8209,8131,4986,13049,25193,22618,26400,11742,44620,2025
,,,,,,,,2964,10111,10832,16710,30880,15550,20569,12088,18365,25674,21348,8495,8150,13530,11812,31523,36527,8623,8298,5132,13393,28290,24037,28413,12184,46294,2107
,,,,,,,,2965,10575,11829,18247,34370,16724,22032,12586,20070,26990,22685,8594,8225,14006,12548,32341,38660,8828,8933,5494,14377,30499,25527,30508,12893,50574,2323
,,,,,,,,2966,10921,12250,18899,35147,15891,22641,12587,21472,27812,23260,8328,8034,14358,12585,31541,38742,9207,9482,5708,15336,30398,25819,31034,13584,54651,2526
,,,,,,,,2967,11294,13318,20557,35025,14974,22356,12498,21725,27413,26028,8019,7797,14319,12652,30419,38391,9423,9498,5648,15493,29829,25291,30426,14852,55992,2589
,,,,,,,,2968,11327,12991,20048,35892,14607,22205,12504,21684,26895,25181,8084,7823,14438,13161,30765,39078,9452,9398,5545,15648,30344,25215,30520,15119,56983,2636
,,,,,,,,2969,11092,12529,19328,35887,14130,22460,12500,22610,27057,23900,8062,7762,14670,13370,30654,39060,9479,9659,5614,16147,29912,25459,30378,15075,59427,2764
,,,,,,,,2970,10870,12002,18509,35006,13949,22229,12443,22480,26818,22611,8057,7698,14617,13493,30559,38717,9541,9618,5600,16103,29293,25231,29719,15001,59621,2785
,,,,,,,,2971,10973,12021,18544,35284,13930,22046,12426,22308,26286,22855,7953,7559,14389,13448,30375,38694,9621,9421,5494,15899,29422,25127,29495,15477,58505,2747
,,,,,,,,2972,11072,11747,18129,35786,14000,22414,12650,22317,26063,21923,8008,7591,14611,13630,31301,39350,9650,9472,5454,15850,29735,25631,30278,15923,58411,2758
,,,,,,,,2973,11062,11559,17849,34809,14279,23392,12976,23127,26611,21485,8202,7761,15298,14155,32854,40731,9504,9877,5598,16337,28900,26286,30859,16320,60337,2858
,,,,,,,,2974,11216,11471,17723,33365,14883,23930,12770,23258,26340,21526,8126,7671,15921,14323,33067,41784,9615,10131,5665,16546,27572,26250,30374,17212,60412,2871
,,,,,,,,2975,11503,11885,18368,31775,14643,23691,12219,22994,25261,21691,7653,7268,16037,13911,31874,40694,9909,10000,5545,16210,26639,25922,29539,17624,59005,2819
,,,,,,,,2976,11708,12469,19276,30427,13593,22915,11554,22260,24091,21641,7013,6701,15531,13091,30040,38401,9814,9709,5352,15666,25711,25460,28411,17768,56554,2714
,,,,,,,,2977,11525,12397,19173,29552,12622,21985,11055,21229,22949,21431,6504,6261,14448,12226,28009,36289,9524,9320,5128,14707,24788,24789,27559,17702,53153,2551
,,,,,,,,2978,11138,11735,18149,28173,12241,21437,10615,20518,22099,20570,6248,6039,14295,11791,27181,34892,9017,9048,4903,14171,23811,24067,26791,16832,51134,2447
,,,,,,,,2979,10615,10812,16715,26526,10379,20636,10158,19926,21426,19160,5958,5803,13814,11201,25982,33122,8523,8692,4750,13671,22638,23178,25627,16206,49140,2344
,,,,,,,,2980,10270,10050,15528,25494,9718,19724,9861,19072,20811,18109,5716,5600,12938,10595,24647,31492,8342,8253,4541,13032,22177,22200,24555,15448,46616,2209
,,,,,,,,2981,9997,9646,14903,25641,9421,18929,9893,18240,20716,17609,5575,5472,12198,10175,23784,30250,8079,7937,4427,12556,22643,21732,24157,14600,44358,2084
,,,,,,,,2982,9669,9240,14275,25109,9271,18827,10293,17910,21553,17093,5659,5577,11833,10253,24248,29997,7987,7941,4511,12395,22586,21783,24767,13711,43943,2045
,,,,,,,,2983,9443,8770,13543,23667,9441,18572,10466,18060,22616,16807,5872,5779,11320,10035,24577,29808,7832,8093,4741,12597,21042,21111,23843,13165,44747,2060
,,,,,,,,2984,9411,8448,13040,22554,10761,18196,10465,17046,22677,17447,6421,6321,11509,10141,25344,29946,8013,7892,4748,12180,20422,20075,22270,12470,42644,1954
,,,,,,,,2985,9475,8598,13267,23633,12245,18183,10806,16492,22846,18626,7020,6914,11796,10780,26861,31297,7766,7703,4716,11876,21783,20307,22551,12043,41278,1884
,,,,,,,,2986,9420,8759,13519,25820,13182,18791,11217,17286,23897,19145,7530,7394,12250,11500,28336,32761,7887,8001,4884,12387,23512,21449,23963,11587,42786,1947
,,,,,,,,2987,9556,9860,15214,27702,13505,19310,11340,18509,24871,20402,7718,7552,12488,11843,28796,33587,8338,8426,5122,13050,24254,22419,25057,11919,45309,2060
,,,,,,,,2988,10009,10921,16849,31137,15071,20086,11498,19034,25021,21509,8290,7991,12832,12749,30838,35905,8738,8582,5265,13302,27092,24154,27152,12459,46870,2137
,,,,,,,,2989,10419,11853,18287,34470,16014,21378,11841,20867,26267,22661,8486,8145,13234,13365,31879,37617,8891,9231,5639,14151,29122,25871,29493,12960,51029,2348
,,,,,,,,2990,10709,12246,18894,35259,15239,21984,11783,22411,26896,23105,8303,8018,13527,13356,31021,37471,9392,9889,5901,14978,28881,26597,30434,13747,54902,2542
,,,,,,,,2991,11035,13237,20434,34935,14423,21635,11526,22698,26404,25628,8095,7867,13418,13219,30064,36807,9626,9986,5866,15140,28380,26291,30510,14921,56503,2618
,,,,,,,,2992,11178,12807,19765,35612,14153,21542,11422,22763,25747,24738,8204,7928,13434,13549,30553,37175,9572,9871,5779,15272,28864,26529,31230,15281,57740,2678
,,,,,,,,2993,10953,12317,19001,35395,13692,21728,11331,23702,25660,23266,8211,7885,13502,13691,30609,37084,9514,10092,5865,15754,28382,26886,31706,15356,60201,2808
,,,,,,,,2994,10797,11862,18294,34420,13496,21450,11116,23601,25163,21843,8185,7801,13313,13375,30496,36447,9559,9995,5820,15664,27415,26553,31283,15663,60439,2831
,,,,,,,,2995,10907,11879,18325,34229,13330,21026,10953,23145,24602,21905,7989,7574,12976,13184,30324,35860,9714,9753,5668,15365,27338,26091,30737,15919,58911,2775
,,,,,,,,2996,10868,11620,17933,34652,13283,21113,11213,23012,24287,21007,7953,7515,12814,13428,31168,36126,9812,9724,5612,15281,27866,26455,31180,15971,58786,2785
,,,,,,,,2997,10812,11439,17665,33759,13405,21959,11636,23597,24665,20394,8142,7681,13218,13936,32933,37254,9684,10001,5723,15647,27431,27285,32169,16405,60077,2856
,,,,,,,,2998,10860,11334,17513,32612,14008,22383,11461,23583,24268,20397,8120,7644,13670,14212,33879,38274,9738,10205,5792,15814,26922,27557,31988,17180,60172,2871
,,,,,,,,2999,11139,11633,17980,31203,13869,22168,10903,23522,23228,20527,7731,7327,13626,13895,33407,37356,9882,10084,5744,15619,26177,27389,31288,17688,59039,2830
,,,,,,,,3000,11419,12262,18958,29937,13004,21463,10260,23080,22166,20861,7160,6833,13103,13103,31674,35428,9854,9831,5599,15162,25193,26683,29959,17984,57068,2744
,,,,,,,,3001,11277,12292,19012,28276,11784,20412,9697,21907,21094,20955,6695,6262,12241,11926,29187,32729,9591,9337,5344,14302,23122,25476,28093,17838,53551,2574
,,,,,,,,3002,10947,11791,18235,26857,11394,19471,9176,20603,19754,20385,6407,6037,11706,11741,28278,31659,9068,8738,5011,13328,22529,24578,26872,16868,49918,2397
,,,,,,,,3003,10410,10870,16801,25392,9918,18705,8738,20159,19387,19024,6107,5765,11150,11126,26552,30044,8365,8418,4855,12941,21164,23546,25499,16137,47845,2289
,,,,,,,,3004,9910,9938,15313,23931,9297,17736,8375,19133,18771,17571,5835,5531,10459,10442,24895,28326,8208,7987,4655,12287,20184,22351,24080,15358,45059,2143
,,,,,,,,3005,9729,9623,14825,22858,9004,16957,8352,18209,18550,17310,5659,5392,10000,9944,23632,27198,7975,7592,4479,11734,19507,21280,22933,14532,42481,2005
,,,,,,,,3006,9377,9153,14090,22357,9147,16626,8400,17536,18687,16675,5722,5447,9799,9797,23288,26832,7774,7342,4431,11414,19984,20825,22594,13642,41062,1922
,,,,,,,,3007,9101,8651,13309,22198,8787,16148,8388,17432,19274,16208,5491,5238,9416,9013,21661,25255,7645,7316,4494,11307,19381,19834,21578,12834,40863,1905
,,,,,,,,3008,8991,8360,12855,21650,9014,15473,8601,16284,19365,16409,5636,5335,9144,8606,21536,24291,7814,7053,4396,10786,18773,18575,20483,11952,38619,1788
,,,,,,,,3009,8909,8495,13060,22570,9892,15398,8962,15510,19660,17663,6170,5820,9311,9279,22827,25219,7367,6868,4358,10552,19670,18182,20804,11429,37646,1735
,,,,,,,,3010,8704,7995,12291,23718,10796,15785,9265,16149,20459,17615,6581,6171,9808,9746,23848,26143,7226,7042,4455,11012,20314,18574,21784,10840,38744,1778
,,,,,,,,3011,8857,8662,13313,25192,11591,16144,9374,16727,20772,19243,6930,6481,10279,10360,24714,27093,7502,7255,4530,11441,20983,19126,22681,11019,39982,1829
,,,,,,,,3012,9147,9371,14403,27791,12569,16675,9633,17220,21190,20254,7359,6818,10692,10978,25651,28137,7618,7465,4620,11896,22735,20273,24359,11215,41682,1907
,,,,,,,,3013,9400,10020,15408,31977,12927,17920,9708,18587,21955,20946,7657,7044,11263,11934,27299,30281,7956,7942,4893,12671,25704,22599,27231,11686,45024,2070
,,,,,,,,3014,9763,10547,16223,34344,12695,19085,9756,20632,22821,21142,7603,7000,11596,12058,26991,30653,8362,8797,5290,13900,26385,24205,29231,12309,49836,2317
,,,,,,,,3015,9896,11320,17424,36128,12762,19613,9829,21339,22950,22822,7667,7052,11730,12298,27376,31347,8634,9133,5487,14436,27183,25200,30854,13506,52567,2459
,,,,,,,,3016,9987,11045,16998,37156,12510,20032,9925,22363,23415,22431,7563,6943,11789,12273,27049,31385,8742,9521,5676,15164,27386,25812,31990,14254,55462,2610
,,,,,,,,3017,9947,10923,16806,36794,12252,20245,9898,23034,23308,22059,7525,6898,11858,12192,27127,31487,8961,9849,5765,15651,27075,26219,32471,14830,57705,2732
,,,,,,,,3018,10040,11029,16969,35589,12098,20160,9836,23154,23132,22018,7495,6860,11830,11964,26992,31305,8865,9914,5793,15808,26145,26008,31985,15431,58192,2767
,,,,,,,,3019,10031,10976,16890,35688,12060,20013,9838,22666,22826,21699,7455,6802,11680,11927,27251,31376,9001,9759,5731,15555,26661,25912,31968,15766,57504,2750
,,,,,,,,3020,10091,10963,16873,35807,11943,20249,9935,22872,22716,20624,7444,6800,11679,12138,28117,31582,9027,9860,5758,15633,27048,26426,32592,15909,58302,2803
,,,,,,,,3021,10096,10925,16820,35008,12067,20947,10189,23335,23064,19954,7683,7011,11994,12619,29957,32717,9013,10110,5839,15920,26988,27268,33398,16307,59762,2876
,,,,,,,,3022,10158,10974,16903,33504,12322,21264,9722,23561,22804,19963,7507,6855,12261,12378,29958,32941,9113,10377,5908,16104,25706,27276,32868,17149,60387,2912
,,,,,,,,3023,10469,11160,17191,32230,12090,21010,9117,23011,21484,19708,7223,6627,12098,12215,29659,32569,9324,10151,5712,15597,25296,26950,32192,17584,58668,2840
,,,,,,,,3024,10729,11731,18074,31059,11585,20786,8655,22760,20551,20131,6829,6334,11835,11888,28793,31601,9084,10005,5548,15251,24640,26667,30975,17786,57645,2797
,,,,,,,,3025,10452,11406,17579,29534,10684,19987,8322,21887,20025,19299,6337,5940,11247,11358,27587,29888,8741,9595,5372,14611,23977,25734,29731,17661,55125,2669
,,,,,,,,3026,10253,11012,16975,27889,10128,19265,8131,21203,19364,19072,6105,5775,10737,11110,26470,28740,8569,9215,5263,14108,23284,24948,28690,17085,53196,2567
,,,,,,,,3027,10002,10501,16189,26665,9917,18583,7982,20607,18936,18066,6025,5670,10514,10782,25568,27948,8261,8807,5050,13658,22449,24069,27390,16431,50798,2441
,,,,,,,,3028,9645,9834,15157,25201,9446,17891,7803,19954,18670,17230,5779,5453,10140,10136,24000,26474,8110,8479,4890,13158,21277,22866,25760,15597,48686,2332
,,,,,,,,3029,9457,9557,14723,23595,9023,16882,7674,18873,18228,16757,5564,5280,9714,9532,22519,25088,7956,7959,4623,12442,20261,21390,24147,14654,45666,2173
,,,,,,,,3030,9247,9315,14343,22321,9003,16110,7751,17969,18028,17035,5530,5259,9401,9101,21260,24194,7682,7566,4368,11899,19339,20352,22818,13804,43220,2039
,,,,,,,,3031,8894,8857,13628,21653,8586,15212,7662,16873,18006,16540,5271,5018,8944,8390,19760,22621,7461,7143,4096,11294,18512,18981,21108,12821,40630,1898
